中国银行业开始疯狂裁员撤店？淡定点，也没那么夸张_36氪,	 最近几年，银行好像都过得不太好，准确来说，是过得没有以前好。,	 http://36kr.com/p/5071296.html
破局和博弈，从资方冷静解读明星创业项目乱象 _36氪,	 本文作者：杨国柄,	 http://36kr.com/p/5072862.html
新零售风口下的餐饮Wework三驾马车：熊猫星厨，吉刻联盟和食云集_36氪,	 互联网思维相对于工业化思维而言，互联网思维更是一种商业资源民主化，共享化的思维。,	 http://36kr.com/p/5087151.html
前百度高级工程师自述：创业公司如何组建技术团队？_36氪,	 编者按：本文来自微信公众号”春晓资本“（ID：chunxiaoziben），作者陈驰远，青橙科技的联,	 http://36kr.com/p/5070556.html
36氪首发｜自客宣布获数千万元A轮融资，并发布牛人跳槽App猎多多_36氪,	 今日，自客宣布已于今年1月完成A轮融资，此轮融资获数千万人民币，由前IDG合伙人、现火山石资本创始合,	 http://36kr.com/p/5074768.html
像Google一样招聘：如何雇佣到最聪明的人？_36氪,	 编者按：本文来自微信公众号“红杉汇”（ID：Sequoiacap），36氪经授权发布。,	 http://36kr.com/p/5076237.html
10部委联合发布共享单车指导意见：实行实名制，禁止服务未满12岁儿童_36氪,	 本文来自中国交通新闻网。,	 http://36kr.com/p/5086345.html
腾讯版“去哪儿”？同程网确认获得腾讯等机构5亿元投资，将大力投入门票和周边游市场_36氪,	 同程网CEO吴志祥通过内部邮件确认，公司已经获得腾讯、博裕、元禾三家机构5亿元投资，本轮融资完成后，,	 http://36kr.com/p/209704.html
腾讯计划以1:5比例拆股：微信拉高腾讯估值，拆股为降低投资门槛_36氪,	 腾讯昨日发布了 2013 年第四季度及全年财报。在随后的分析师电话会议上，首席财务官罗硕瀚表示，腾讯,	 http://36kr.com/p/210539.html
三问腾讯执行副总裁汤道生，云端之战腾讯怎么打？_36氪,	 谈及IT，似乎都很难绕过BAT，云作为互联网+基础设施的第一要素，已经成了巨头们争奇斗艳的新战场。撇,	 http://36kr.com/p/5049411.html
这些聪明人为什么不来创业？聊聊投行和咨询公司的学霸们……_36氪,	 ,	 http://36kr.com/p/216816.html
房地产众筹的三种模式_36氪,	 前段日子，由于供求关系的逆转，住宅地产市场在一线城市外的地方大多转变成了买方市场，开发商们遭遇住宅寒,	 http://36kr.com/p/219441.html
互联网最新创业资讯_36氪,	 前段日子，由于供求关系的逆转，住宅地产市场在一线城市外的地方大多转变成了买方市场，开发商们遭遇住宅寒,	 http://36kr.com/p/5076573.html
细说腾讯与互联网金融（二）：腾讯的支付产品_36氪,	 编者按：本文来自@狐狸君raphael，过往在某VC打过杂，也在Google搬过砖，现就职于某管理咨,	 http://36kr.com/p/207193.html
氪星年货 #9：2013，互联网金融的创始之年_36氪,	 ,	 http://36kr.com/p/208797.html
九张图看懂互联网金融模式_36氪,	 互联网金融，最近一两年最火爆的话题，作为一个新生的概念，目前还没有权威定义。谢平教授，这个概念最早的,	 http://36kr.com/p/218515.html
云造发布可折叠电单车云马mini，进一步细分用户需求_36氪,	 5月4日，云造科技发布了旗下新款电单车云马mini，主打可折叠设计，将于6月上线众筹，8月初正式发售,	 http://36kr.com/p/5046669.html
减肥成功还有钱拿？初创公司 DietBet 正尝试这样做_36氪,	 好吧，又提到减肥了，这真是现阶段人类，特别是人类女性的终极焦虑了。一次又一次节食、健身，但就在体重控,	 http://36kr.com/p/213630.html
群的联合：Q群推出“QQ群联”，将多个群联结起来_36氪,	 Q群今日推出QQ群联，顾名思义，通过群联，你可以把多个群联结起来。,	 http://36kr.com/p/203011.html
你真的懂如何做投资决策吗？ —— 谈谈信息供应与分析工具的运用_36氪,	 编者按：本文来自36氪特约作者 @狐狸君raphael，过往在某 VC打过杂，也在 Google搬过,	 http://36kr.com/p/210062.html
网易云音乐获7.5亿A轮融资，跻身独角兽行列_36氪,	 网易云音乐今日确定获得7.5亿元的A轮融资，该轮融资由上海广播电视台、上海文化广播影视集团（SMG）,	 http://36kr.com/p/5070326.html
为什么创业和投资越来越难了？_36氪,	 编者按：本文来自微信公众号“小研说”（ID：xiaoyan_tech），作者 王晓妍；36氪经授权发,	 http://36kr.com/p/5075090.html
下属工作不够给力？那是你没有用对“鞭子”_36氪,	 编者按：本文来自微信公众号"中欧商业评论"（ID：ceibs-cbr），作者 嵨田毅 （日）；36氪,	 http://36kr.com/p/5087739.html
曾经的快消三巨头旺旺康师傅统一，为何卖不动了?_36氪,	 目前20岁以上的中国人，绝大部分应该是吃过旺旺雪饼，统一或者康师傅的方便面。不过，可以肯定的一点是，,	 http://36kr.com/p/5070001.html
不用电、不用火，一瓶冷水就能吃的「方便火锅」为啥能成为网红食品？_36氪,	 《零售老板内参》撰稿：思齐,	 http://36kr.com/p/5084852.html
共享化&复合型空间是线下消费场景的未来_36氪,	 作为热爱“逛、吃、住”的人，最近一直看观察各类能够满足这三项需求的空间实体品牌，总结了一些有逛吃逛吃,	 http://36kr.com/p/5087794.html
当你认为只有打开地图才会用到定位时，腾讯说其位置服务已被日均调用了500亿次_36氪,	 你认为你用手机在什么时候需要用到定位呢？打开地图的时候？,	 http://36kr.com/p/5058828.html
腾讯Bugly推出“热更新”服务，从异常上报延伸到应用升级_36氪,	 36 氪曾报道过，Bugly 是腾讯对外开放使用的移动应用崩溃检测服务，同时支持 iOS 和 And,	 http://36kr.com/p/5062886.html
苹果抽成30%，微信都沟通失败，你又能如何？_36氪,	 作者 韩洪刚,	 http://36kr.com/p/5071577.html
陌陌、微博和快手，视频化三巨头终有一战_36氪,	 近期互联网公司的牛市来了，腾讯、京东、微博、陌陌均因业绩大涨突破了自己的市值新高度，其中特别值得一提,	 http://36kr.com/p/5076340.html
80%的运营注定了打杂？因为你没有搭建出有效的用户运营体系_36氪,	 用户运营的工作由于涉及到用户的方方面面，经常会从业者被认为很杂，既包含引入新用户，也有譬如管理QQ群,	 http://36kr.com/p/5074906.html
新时期的开放策略：微信向右，支付宝向左_36氪,	 开放长久以来都是互联网公司做到一定的量级之后必经的产物，从BAT、TMD到一些新锐企业，都在提开放战,	 http://36kr.com/p/5070032.html
一名产品经理，在团队中的7种角色_36氪,	 人人都是产品经理是中国最大最活跃的产品经理学习、交流、分享社区。集媒体、社区、招聘 、教育、社群活动,	 http://36kr.com/p/5058176.html
人工智能在医疗产业最先落地？五大应用场景及典型案例_36氪,	 编者按：本文来自微信公众号”腾讯研究院“（ID：cyberlawrc），作者中国信息通信研究院与腾讯,	 http://36kr.com/p/5070394.html
人工智能为何也需要一个“见证奇迹的时刻”？_36氪,	 著名作家Malcolm Gladwell曾对“引爆点”作了一个定义。“引爆点”——即一个当想法、趋势,	 http://36kr.com/p/5070637.html
腾讯秘密孵化的资讯类AI产品，到底是什么样的？_36氪,	 人工智能与新闻资讯类产品结合会产生怎样的化学反应？腾讯可能很快就会揭晓这一答案。,	 http://36kr.com/p/5071262.html
未来不可怕，不了解这些才可怕 | 人类2.0_36氪,	 编者按：本文转自微信公众号“笔记侠”（ID：Notesman），内容来自《人类2.0》书籍，作者：皮,	 http://36kr.com/p/5069785.html
人工智能已来，我们的一些思考_36氪,	 编者按：本文来自微信公众号“点拾投资”（ID：deepinsightapp），作者朱昂；36氪经授权,	 http://36kr.com/p/5071619.html
黑科技催化的产业变革：一场投资人、一线创业者关于人工智能的对话_36氪,	 编者按：本文来自“华兴资本”，内容为“一π即合·华兴π对”上的分享。原题目《寻路人工智能：黑科技催化,	 http://36kr.com/p/5072613.html
人工智能对传统医疗行业的改变才刚开始，让我们来一览先机_36氪,	 编者按：本文来自微信公众号线性资本（ID：LinearVenture）作者：Melody & Ton,	 http://36kr.com/p/5086975.html
阿里无人超市运用了哪些黑科技，无人零售时代离我们有多远？_36氪,	 编者按：本文来自微信公众号“线性资本”（ID：LinearVenture），作者徐铭谦；36氪经授权,	 http://36kr.com/p/5084281.html
工作中规则很重要，但这5种情况下你必须要打破它们_36氪,	 ,	 http://36kr.com/p/5087239.html
澳洲自适应教育平台Smart Sparrow再获400万美元B＋轮融资，将继续深耕美国市场_36氪,	 日前，36氪获悉，澳大利亚自适应性教学平台 Smart Sparrow 获得 400 万美元 B＋ ,	 http://36kr.com/p/5070406.html
“起跑线”的竞争，教育地产迎来时代机遇_36氪,	 中国经济的迅猛发展为70～80一代提供了前所未有的进阶机遇，这一代人中的佼佼者通过知识和勤奋完成了第,	 http://36kr.com/p/5074765.html
每十人考四六级就有 8 人不通过，“U 学教育”想借四六级切入成人培训市场_36氪,	 作者 | 廖苑伶,	 http://36kr.com/p/5075449.html
获1.33亿美元融资，流媒体供应商 lflix 利用本地化视频，和巨头对抗_36氪,	 ,	 http://36kr.com/p/5087511.html
从互联网投行业务切入，鹿秀金融的长期目标是成为一级半市场的交易所_36氪,	 股票质押、定增等项目因为其非标性，一直都是场外进行的，由券商负责主导承销或募资，这一方面导致了市场的,	 http://36kr.com/p/5052278.html
终极大变革，传统研究所的模式即将结束？_36氪,	 编者按：本文来自微信公众号“点拾投资”（ID：deepinsightapp），作者朱昂；36氪经授权,	 http://36kr.com/p/5072244.html
2017上半年企业创投趋势：谷歌成为投出独角兽最多的企业VC_36氪,	 本文来自微信公众号星河互联（ID:xinghehulian），作者：星河研究院。,	 http://36kr.com/p/5087387.html
​36氪首发 | 汽车计算平台提供商布谷鸟科技完成数千万A+轮融资，深圳力合创投领投，其旗下基金跟投_36氪,	 今天，汽车计算平台提供商深圳布谷鸟科技完成数千万A +轮融资，此次投资由深圳力合创投领投，其旗下基金,	 http://36kr.com/p/5087198.html
如何得到投资人的特别关注？这 3 个数字可以说明一切 | 投资人说_36氪,	 编者按：很多公司都能拿到风投，但在每个投资人心中，只有少数公司才是值得他们特别关注的。如果投资组合中,	 http://36kr.com/p/5075562.html
得到办了个知识发布会，发布了12款知识产品和1个总编辑_36氪,	 5月18日晚，由“得到”App主办的“001号知识发布会”在北京维场39.9度空间拉开帷幕。罗振宇携,	 http://36kr.com/p/5075632.html
亚马逊人工智能布局背后，希望随时随地向你卖东西_36氪,	 本文来自网易科技，36氪经授权转载。,	 http://36kr.com/p/5087165.html
吴声场景课堂2017：五大新物种关键词解读，十个新物种机会预测_36氪,	 8月5日，在北京751D∙PARK 79罐，由场景实验室主办，中信出版集团、优酷、751D∙PARK,	 http://36kr.com/p/5086765.html
阿里菜鸟百亿级融资即将敲定，你真的了解它吗？_36氪,	 最近传出了菜鸟网络首轮融资已接近完成的消息，多位知情人士也向36氪证实了此事。据36氪了解，菜鸟网络,	 http://36kr.com/p/5044293.html
京东推出“京准达”服务，消费者可指定收货时间精确至2小时_36氪,	 现在，网购天猫超市或者京东自营等商家的商品，基本可以“上午下单，下午送到”的极速送货。快是挺快的，不,	 http://36kr.com/p/5057666.html
京东生态的“白与黑”：规模化覆盖隐含履约成本压力_36氪,	 京东物流走向独立，以子公司形式运营。笔者在去年京东Q3财报公布时就对上述情况作出过预判。,	 http://36kr.com/p/5073495.html
张永琪：环球雅思之后，国内外并购有哪些经验可谈？_36氪,	 2011 年时，英国培生集团以 2.94 亿美元的价格收购环球雅思，后者退出纳斯达克，成为培生的全资,	 http://36kr.com/p/5078336.html
线上线下“同时开弓”，德拉学院想做的创客教育什么样？_36氪,	 创客教育是 2017 年教育市场的一剂“强心针”。因为不论从概念、政策、还是产品来看，创客都帮助孩子,	 http://36kr.com/p/5078059.html
“顺利起跑”的猿辅导宣布新一轮 1.2 亿美元融资，晋升独角兽行列_36氪,	 36 氪今日获悉，猿辅导（即原“猿题库”）宣布获得新一轮融资，融资金额为 1.2 亿美元，投资方为 ,	 http://36kr.com/p/5077749.html
小e管饭已暂停业务，私厨共享模式是否走不通了？_36氪,	 据36氪了解，从小e管家（e袋洗社区共享经济平台）内部孵化的项目 “小 e 管饭”，已经暂停了业务，,	 http://36kr.com/p/5044895.html
京东金融完成66.5亿人民币A轮融资，估值466.5亿_36氪,	 京东集团今日在年会上宣布旗下京东金融集团已在1月12日，与红杉资本中国基金，嘉实投资和中国太平领投的,	 http://36kr.com/p/5042364.html
新成立宠物部，发力农村电商部，2016 年京东消费品事业部打算做什么？_36氪,	 北京时间 3 月 10日，京东消费品事业部召开 2016 年战略发布会，其旗下包括个护、美妆、酒水、,	 http://36kr.com/p/5044372.html
3C 发家，3C 致富，京东发布“渠道 3C 计划”_36氪,	 在今年 2 月 22 日的亚布力论坛上，京东 CEO 刘强东表示，预期 2016年京东的净收入将超越,	 http://36kr.com/p/5045572.html
试水服装 O2O，京东做起了供应链整合_36氪,	 ,	 http://36kr.com/p/5041672.html
京东2016年第二季度营收增长42%，现金流81亿人民币创新高_36氪,	 2016年8月10日——国内收入规模最大的电商企业京东集团（纳斯达克股票代码：JD）今天发布了其截至,	 http://36kr.com/p/5050944.html
刘强东晒出京东跑步鸡，跑一百万步以上京东承诺三倍价格回购_36氪,	 今日，刘强东晒出了京东跑步鸡，跑到一百万步以上京东承诺当地三倍价格回购。,	 http://36kr.com/p/5076482.html
京东一季度净利润14亿，真的像刘强东说的要开始关注利润了_36氪,	 在今年京东的年会上，连年亏损的京东终于开始想要盈利了。这个愿望，似乎从今年第一季度，就显现了一种实现,	 http://36kr.com/p/5073959.html
京东在上海开了家“京东之家”，我们帮你看了看_36氪,	 不是所有的首店都值得或者有料可以播报，京东之家以“京东”这个线上超级平台为背书，首次落地上海市场，必,	 http://36kr.com/p/5075766.html
便利店迫近10万家 马云预言成真？——纯电商已死_36氪,	 5月10日，2017中国便利店大会上发布了《2017中国便利店发展报告》。报告指出，2016年上半年,	 http://36kr.com/p/5074646.html
全国639家门店,去年销售额27亿,人人爱吃的小火锅,是个珠宝商开的_36氪,	 晚上六点半，刚下班的小琪和朋友离开朝外SOHO写字楼，来到呷哺呷哺等位。和她们一样等位的，还有约20,	 http://36kr.com/p/5074645.html
从“好不好看”到“想不想买”，网综式直播如何和电商谈一场恋爱？_36氪,	 在综艺这个范畴里，不同的播放渠道正在不断影响节目本身。从电视综艺到网络综艺再到电商+直播的综艺，缩短,	 http://36kr.com/p/5074665.html
银座净利润连续下滑，电商业务“掉链子”_36氪,	 百联集团与阿里巴巴联手，在让传统零售业转型成为市场焦点的同时，也令迟迟未在“新零售”领域有所建树的银,	 http://36kr.com/p/5064620.html
“五新”时代阿里巴巴重启网商大会，新零售重构新网商_36氪,	 2017年7月11日，阿里巴巴主办的2017天下网商大会在杭州国际博览中心召开。与此同时，阿里巴巴宣,	 http://36kr.com/p/5083098.html
人民日报解读中国经济为何“超预期” 天猫新零售成新动能_36氪,	 中国经济的高速发展再次超出观察者预期。国际货币基金组织今年第三次上调了2017年中国经济增长的预期。,	 http://36kr.com/p/5087781.html
你当真了解人工智能吗？别急着回答，先看完这篇文章_36氪,	 编者按：现在，人工智能这个词的热度可谓是直逼贝克汉姆抖森泰勒斯威夫特，似乎每个人都愿意拿这个说事，不,	 http://36kr.com/p/5072120.html
恐慌AI造成失业？其实企业是这样应用人工智能的……_36氪,	 编者按：本文转自微信公众号“金沙江创投”（ID：GSR-Ventures）。,	 http://36kr.com/p/5072208.html
HBO被黑了，大量脚本遭窃！要黑回去吗？能黑回去吗？_36氪,	 编者按：前几天，HBO遭黑客入侵，大量未播出剧集被盗，在这样的情况下，HBO是否有权自主追踪黑客并进,	 http://36kr.com/p/5086264.html
初创企业想扩大工程师团队？先了解这五件事！_36氪,	 编者按：创业公司的生命周期多么短暂。几乎每天都有一个新公司兴起，每天也都有一个公司倒闭。鉴于创业之河,	 http://36kr.com/p/5083779.html
开电脑与外星人尬聊？搜寻地外文明项目SETI@home的极客简史_36氪,	 编者按：计算机和互联网的发明让普通人类可以获得远超以往的信息量，甚至每个人都可以利用自己的计算机助力,	 http://36kr.com/p/5080783.html
弘毅投资餐饮行业再出手，越南菜品牌美奈小馆获数千万元战略投资_36氪,	 日前，弘毅投资旗下的香港上市公司百福控股（01488.HK）发布公告称，已对深圳越品餐饮管理有限公司,	 http://36kr.com/p/5071831.html
从新一代TPU到Google.ai，详解谷歌I/O首日人工智能五大亮点_36氪,	 编者按：本文来自微信公众号“机器之心”（ID：almosthuman2014），记者：CZ、Tony,	 http://36kr.com/p/5075497.html
办公及商业租赁界的Airbnb，菲律宾Flyspace获 210万美元Pre- A轮融资_36氪,	 随着优质写字楼租金的持续飙升，企业联合办公逐渐成为各地核心市场的主流趋势。联合办公企业通过对闲置办公,	 http://36kr.com/p/5087565.html
创建“虚拟医生”帮你诊断疾病，Buoy Health获670万美元A轮融资_36氪,	 外媒报道，昨日，医疗软件设计公司Buoy Health（以下简称Buoy）宣布获得670万美元A轮融,	 http://36kr.com/p/5087542.html
爱尔眼科收购欧洲眼科龙头Clínica Baviera，成全球最大眼科医疗机构_36氪,	 爱尔眼科昨日发布晚间公告，已完成此前要约收购中涉及的Clínica Baviera, S.A.股份的,	 http://36kr.com/p/5087486.html
领导应该向下属道歉吗？答案也许出乎你的意料_36氪,	 本文转载自微信公众号“中欧国际工商学院”（ID: CEIBS6688）“，作者 袁梅；中欧国际工商学,	 http://36kr.com/p/5083381.html
36氪_让一部分人先看到未来,	 ,	 http://36kr.com/p/5076127.html
当法律与AI碰撞，未来将有十种发展可能_36氪,	 编者按：本文来自微信公众号“腾讯研究院”（ID：cyberlawrc），作者曹建峰；36氪经授权发布,	 http://36kr.com/p/5087055.html
揭秘直播中的Z一代：娱乐求知两不误，圈子社交受热捧_36氪,	 随着直播行业的日趋成熟，直播受众群体不断扩大，代表新生代的Z一代也已经悄然来到舞台的中央。,	 http://36kr.com/p/5086981.html
Windows 10 将加入 “眼球控制”，会代替鼠标、键盘以及触屏吗？_36氪,	 编者按：本文来自微信公众号“爱范儿”（ID：ifanr），作者林树洽；36氪经授权发布。,	 http://36kr.com/p/5086339.html
不管是创业还是找工作，“高失败战略”都能为你提供巨大能量 | 投资人说_36氪,	 编者按：小时候我常常想，是上北大好呢还是清华好呢？最后发现是自己想太多；现在又有新机会来了，我真的长,	 http://36kr.com/p/5073216.html
准确率达90%，爱图瓴为智能冰箱提供食材识别解决方案_36氪,	 随着人们生活质量的提高，冰箱作为必需家电，其功能升级需求大，图像识别技术近年来的爆发式增长为其提供了,	 http://36kr.com/p/5086692.html
劣势与优势之间，只差一个角度_36氪,	 编者按：本文来自微信公众号“网易杭研项目管理”（ID：NeteasePM），文/汤君嬉；36氪经授权,	 http://36kr.com/p/5071802.html
过早融资弊大于利！投资人会让你与公司产生隔阂 | 创世界_36氪,	 编者按：早期创业者导师David Bailey目前在The Startup发表了题为“Why Rai,	 http://36kr.com/p/5075168.html
在创业公司工作就要牺牲家庭？不一定！| 创世界_36氪,	 编者按：选择在创业公司工作，意味着你要付出良多。创业公司的工作一般负担重、时间长、强度大，不可避免会,	 http://36kr.com/p/5076344.html
阿里忙于布局新零售京东也没闲着，悄悄开了三家实体店_36氪,	 2017年2月20日，阿里巴巴在上海举行了新零售战略发布会，宣布与百联达成战略合作，将上海作为新零售,	 http://36kr.com/p/5064466.html
京东称3年内将开设5000家“母婴体验店”与贝全携手覆盖三四线城市_36氪,	 今天下午，京东对外宣布，2017年京东超市母婴品类将开启“4+”计划,即针对合作、模式、渠道、营销等,	 http://36kr.com/p/5070199.html
从店中仓，到“店就是仓”，沃尔玛京东就靠这一招，抢跑双十一决战新零售_36氪,	 文 | 房煜,	 http://36kr.com/p/5085468.html
依旧是 Android 4.4 内核，MIUI 7.1 稳定版升级推出_36氪,	 距离小米发布 MIUI 7.0 已经过去将近三个月，今天，小米官方发布了一个新的稳定版 MIUI 7,	 http://36kr.com/p/5041909.html
小米 6 手机发布，他还为小米之家定下了个五年内 700 亿的小目标 | 图说_36氪,	 4 月 19 日，小米 6 发布会如期而至。,	 http://36kr.com/p/5071510.html
折叠车正在成为出行领域的“新宠”，这个团队希望用两年的研发时间让你拥有不一样的出行体验_36氪,	 注：UGC实习生唐然同学对本文亦有所贡献。,	 http://36kr.com/p/5046725.html
Everalbum：在像素大爆炸时代，帮你找出那张真正有意义的照片_36氪,	 想想现在这个时代的小孩们，他们一出生就是互联网像素大爆炸的时代：更大的带宽、无限的存储容量、更低的拍,	 http://36kr.com/p/5046671.html
牛电科技发布多款新车，新产品线M1将于5月上市_36氪,	 今天，小牛在751-Dpark举办牛电科技新品发布会。自去年夏季发布小牛N1电动车后，小牛这次推出了,	 http://36kr.com/p/5046231.html
雷军“套路深”！赶在小米6上市前，先发了这款APP_36氪,	 昨晚小米官微预告今天上午9点见，一时间引来诸多猜测，比如会不会是放大招发布小米6呢。结果手机消息没等,	 http://36kr.com/p/5070331.html
“银行家”雷军要与腾讯阿里三分天下，只靠小米贷款还不够_36氪,	 从昨天起，雷军的头上恐怕又要多出一个“银行家”的新光环，而这一切都跟一个字儿——“钱”，有关。,	 http://36kr.com/p/5070502.html
摩拜推出红包车是为了智能调度？这里有一篇不一样的解读_36氪,	 人人都是产品经理是中国最大最活跃的产品经理学习、交流、分享社区。集媒体、社区、招聘 、教育、社群活动,	 http://36kr.com/p/5070317.html
雷军2个字破小米6传闻 网友：可以，这很罗永浩！_36氪,	 5月9日将要发布的可不仅仅有老罗的坚果Pro，还有高通麾下的新中端处理器骁龙660，这一处理器作为骁,	 http://36kr.com/p/5073937.html
一边向银行寻求新融资，另一头小米就宣布要在印度两年内开100家店_36氪,	 近日，小米公司宣布将在印度开设第一家小米之家，开设时间在5月20日。此外，小米还计划两年内在印度开设,	 http://36kr.com/p/5074944.html
小米待遇终于赶上苹果：印度万人抢购！_36氪,	 线下门店，超过万人排队为的只是购买手机，最近这一幕出现在5月20日印度首家小米之家的开业现场，火爆程,	 http://36kr.com/p/5076059.html
顾客变身“收银员”，超市自助结账引年轻人回流_36氪,	 逛超市最让人头疼的就是排队结账，要是赶上节假日，在大超市里等一个小时都是常事。最近，不少市民发现，一,	 http://36kr.com/p/5064764.html
规则正在被改写：德勤预测人力资本变革的十大趋势_36氪,	 当智能电子设备、移动互联平台、人工智能新技术以越来越快的速度革新我们生活、工作和交流方式的时候，HR,	 http://36kr.com/p/5065537.html
中国流行烧钱补贴，日本人却用一张卡抓牢顾客_36氪,	 我有一把积分卡。你呢？,	 http://36kr.com/p/5065660.html
美林继续看空耐克，高库存市场份额被抢是关键_36氪,	 2017年5月25日：在Adidas AG (ADS.DE) 阿迪达斯集团等竞争对手的强势表现之下，,	 http://36kr.com/p/5077417.html
Moovit 获2800万美元融资，要做公众交通的众包地图_36氪,	 来自以色列的社会化众包地图应用 Moovit 刚刚宣布了一轮价值 2800 万美元的融资，这笔可观的,	 http://36kr.com/p/208546.html
Android Wear 后续更新将带来 GPS、离线音乐和更多表面设计_36氪,	 今天凌晨发布的摩托罗拉 Moto 360 可以说将几个月来酝酿的智能手表浪潮推向了一个小高峰，Mot,	 http://36kr.com/p/215172.html
Google Glass 终于登陆 Play 商店，价格仍然是 1500 美元_36氪,	 在经过长时间的遮遮掩掩之后，Google Glass 终于被摆上了 Play 商店向大众消费者出售。,	 http://36kr.com/p/215168.html
产品经理视角看Smartisan OS：如何用情怀做出一款成功的手机ROM_36氪,	 编者按：情怀，有时不仅仅靠说的。在等待锤子手机发货的这段时间里，一位有心者从产品经理的角度出发，由表,	 http://36kr.com/p/212929.html
每日投融资速递 | Lyft 收购两家企业，数字货币交易平台 Coinbase 获 D 轮融资——2017.8.11_36氪,	 编者按：这里是36氪推出的【每日投融资速递】栏目，盘点当天国内外投融资动态。今日国内的焦点是外卖汤品,	 http://36kr.com/p/5087765.html
每日投融资速递 | 企业软件公司 Docker 又拿到钱，西婵、联易融等 44 家公司获得融资——2017.8.10_36氪,	 编者按：这里是36氪推出的【每日投融资速递】栏目，盘点当天国内外投融资动态。今日国内的焦点是医疗整形,	 http://36kr.com/p/5087591.html
每日投融资速递 | 纺织品B2B平台“百布”、爱肾医疗、超嗨等 59 家公司获得融资——2017.8.9_36氪,	 编者按：这里是36氪推出的【每日投融资速递】栏目，盘点当天国内外投融资动态。今日国内的焦点是纺织品B,	 http://36kr.com/p/5087404.html
耐克又有大动作了，这次是与亚马逊合作_36氪,	 世界上最大的运动服装生产商和世界上最大的在线零售商可能终于要合作了。,	 http://36kr.com/p/5080697.html
偌大中国市场，阿迪耐克迪卡侬们在打什么“小九九”？_36氪,	 刚刚结束的“五一”小长假,记者发现借微信朋友圈晒自己跑步记录，凭手机计步器比拼全天步行数的路跑者明显,	 http://36kr.com/p/5073344.html
旧时代的郁亮 新时代的王石_36氪,	 今天的万科2016年度股东大会上，这家中国最大的专业住宅开发企业将进行正式新老交接。或许未来，我们会,	 http://36kr.com/p/5081795.html
姑娘们穿上水手服，才不是因为二次元_36氪,	 “TONY，今天给我剪一个二次元刘海吧！”,	 http://36kr.com/p/5087210.html
ChinaJoy 2017：当游戏展被二次元占领_36氪,	 题图 / ChinaJoy 2017,	 http://36kr.com/p/5085592.html
这些因爱而建的同人展，现在想要把盗版彻底赶出去_36氪,	 题图 / 恋爱研究所,	 http://36kr.com/p/5077484.html
详解《摔跤吧！爸爸》的奇葩盈利模式：54亿高票房不算啥，歌舞版权也赚钱_36氪,	 编者按：本文来自微信公众号“娱乐资本论”（ID：yulezibenlun），作者曹乐溪、吴立湘，36,	 http://36kr.com/p/5073820.html
低价版iPod退市，曾经颠覆音乐行业的iPod朝着最终消亡又近一步_36氪,	 在销量落后于iPhone多年之后，大名鼎鼎的iPod朝着最终退出历史舞台又迈出了一大步。苹果公司周四,	 http://36kr.com/p/5085584.html
看氪 | 动漫、虚拟偶像、表情包，95后身上的二次元经济_36氪,	 二次元经济来了！动漫、虚拟偶像、表情包……抱紧95后和00后的大腿才是正确的掘金之路。,	 http://36kr.com/p/5085708.html
《阿唐奇遇》首周票房遇冷，我们与追光动画CEO王微聊了聊_36氪,	 《阿唐奇遇》自7月21日上映已一周，截至27日累计票房仅2700余万。面对这样的成绩，即便是向来自信,	 http://36kr.com/p/5085349.html
《战狼2》凭什么碾压《建军大业》？这可能是我国直男在电影上的一次胜利_36氪,	 编者按：本文来自微信公众号“壹娱观察”（ID：yiyuguancha），作者 浮光掠影 师烨东；36,	 http://36kr.com/p/5085818.html
电影版连续跳票后，《三体》电视剧版正在筹备中_36氪,	 刘慈欣的科幻小说《三体》在摘下雨果奖后，成为影视公司觊觎的超级IP。2014年游族影业拿到了小说的电,	 http://36kr.com/p/5086050.html
贾跃亭解脱了，孙宏斌小心，讨债部队还有三秒到达！_36氪,	 编者按：作者 叶露 缪凌云，本文首发于野马财经（微信公众号ID：YMCJ8686）；36氪经授权发布,	 http://36kr.com/p/5084692.html
铃木敏文：7-11是怎么做零售的？_36氪,	 “世上只有两家便利店，7-Eleven便利店和其他便利店。”“日本新经营”之神铃木敏文用40年时间“,	 http://36kr.com/p/5070986.html
关于便利店这门生意，看看巨头7-Eleven是怎么玩的_36氪,	 本文来自微信公众号“爱分析ifenxi”（ID：ifenxicom），指导 张扬，撰写 黄勇。,	 http://36kr.com/p/5071070.html
36氪_让一部分人先看到未来,	 ,	 http://36kr.com/p/5071507.html
无人零售专家沈哲明：无人店不是伪风口，兼谈其未来发展路径_36氪,	 本文来自“聪聪说零售”，作者为许荣聪和邹恒超（招商证券零售组）；分享嘉宾沈哲明，为中国百货商业协会自,	 http://36kr.com/p/5083496.html
原创 | 无人店冷思考：说阿里无人店技术不实用？马云根本不care_36氪,	 文 | 万德乾,	 http://36kr.com/p/5083494.html
超市发恋上罗森：新便利店来了 _36氪,	 本文来自北京商报 | 记者 邵蓝洁,	 http://36kr.com/p/5083491.html
顾客进店后 ，怎么切入话题对成交最有利？_36氪,	 顾客进店，作为销售的最主要目的是，促成成交。成交的前提条件是，相互之间的信任。产品与顾客之间的信任，,	 http://36kr.com/p/5072023.html
