万达真的不是地产公司了，但它的电影、旅游、电商能通过检验吗？｜大公司2017看点_36氪,	 在前不久的万达集团2016年工作报告中，王健林宣布，万达提前一年实现了转型阶段目标。在为时98分钟的,	 http://36kr.com/p/5062599.html
全时：一家本土便利店的雄心与挑战 | 独角兽2017看点_36氪,	 在中国城市的便利店繁荣版图上，北京算得上后起之秀。而在北京的便利店大混战中，全时同样如此。这家诞生于,	 http://36kr.com/p/5061424.html
除了密集的门店，链家还在加速探索密集数据的可能｜大公司2017看点_36氪,	 在互联网精英汇聚的极客公园创新大会上，身着深色冲锋衣的链家网CEO彭永东发表了一段演讲，技术、数据、,	 http://36kr.com/p/5062165.html
创业十八年后，科大讯飞等来了真正的爆发期|大公司2017看点_36氪,	 去年10月的一场锤子手机发布会上，罗永浩一番演讲过后，科大讯飞输入法突然爆红，几天内下载量超过千万量,	 http://36kr.com/p/5062767.html
小米想在今年突破千亿元的底气在哪里？ | 独角兽2017看点_36氪,	 刚度过了不太顺利的一年，艰难前行的小米必须快点找到下一个突破点。,	 http://36kr.com/p/5061920.html
背负盈利重望，华为手机要向高端走去，向北美走去 | 独角兽2017看点_36氪,	 当华为都开始频繁的喊出要盈利的时候，其他手机厂商更应该在这一年开始焦虑起自己的处境了。,	 http://36kr.com/p/5062078.html
魅族不做“发布会公司”，要老实营销、保证盈利 |独角兽2017看点_36氪,	 大家都感觉到了，过去的一年对魅族来说并不是太顺利。,	 http://36kr.com/p/5061737.html
销量、营销双丰收的OPPO，线下渠道遭遇对手围堵怎么办？|大公司2017看点_36氪,	 ,	 http://36kr.com/p/5062657.html
携程去哪儿合并后，在线旅游业还有一出三国演义｜大公司2017看点_36氪,	 年底最开心的人恐怕就属梁建章了，他终于能退居幕后研究他的人口学了。不过继任者孙洁虽然接到了一手好牌，,	 http://36kr.com/p/5062388.html
百度的17年产品史——突围、霸权、迷失、焦虑与变革_36氪,	 编者按：本文来自微信公众号“三节课”（ID：sanjieke），作者为范晓俊和黄有璨。范晓俊为三节课,	 http://36kr.com/p/5063328.html
创业者到底该拿谁的钱？优秀早期投资人的核心是什么？_36氪,	 编者按：本文来自微信公众号“金沙江创投”（ID：GSR-Ventures），作者罗斌，金沙江创投合伙,	 http://36kr.com/p/5067408.html
朱啸虎：投资最重要的是纪律，我的纪律就是3S标准_36氪,	 编者按：本文来自微信公众号”投资人说“（ID：touzirenshuo），36氪经授权发布。,	 http://36kr.com/p/5070501.html
,	 ,	 http://36kr.com/p/5061682.html
看不懂的百度投资，与它失去的一个时代 | 36氪特写_36氪,	 文 | 张晴   资料整理 | 闫浩   制图 | 郭嫚,	 http://36kr.com/p/5051782.html
重新发现凯鹏华盈：KPCB入华九年的TMT翻身仗_36氪,	 投资人周炜从上午8点的一个会后匆匆赶来，和我在十点半碰了头。KPCB北京办公室在银泰中心27楼，没设,	 http://36kr.com/p/5043576.html
金融创新有风险？对抗风险也是投资人砸钱好方向 | 数字看趋势_36氪,	 监管科技(RegTech)，为Regulation Technology的缩写，是为了应付目前金融环,	 http://36kr.com/p/5064809.html
不断进击的新加坡：拥抱 5G ，让 VR 走进学校和医院，培养金融人才_36氪,	 新加坡推动科技创业和数字化已经不再是新闻了，这个国家以热衷技术革新而闻名，这种态度几乎贯穿着社会生活,	 http://36kr.com/p/5076329.html
金融科技可能被“玩坏”了_36氪,	 本文首发于微信公号：洪言微语（ID:hongyanweiyu），作者：薛洪言,	 http://36kr.com/p/5076350.html
放弃平台转做内容，轻松到家说尽一切办法赚钱更重要_36氪,	 11月22日，家电后服务O2O企业“轻松家电”品牌更名为”轻松到家“，并宣布其于2016年10月获得,	 http://36kr.com/p/5057164.html
影视龙头业绩急刹车_36氪,	 编者按：本文来自《证券市场周刊》旗下微信公众号”天下公司“（ID:txcompany）。作者 杨现华,	 http://36kr.com/p/5071455.html
老板为何会砍你的运营预算？这2点你需要知道_36氪,	 编者按：本文首发微信公众号“运营研究社”（ID：U_quan），作者 穿衣助手联合创始人凯哥，编辑 ,	 http://36kr.com/p/5083684.html
一个可以让运营快速成长的核心技巧——复盘_36氪,	 编者按：本文首发微信公众号“运营研究社”（ID：U_quan），作者陈维贤，内容节选自“跟小贤学运营,	 http://36kr.com/p/5071187.html
运营版增长黑客：10个案例告诉你怎样通过用户获取用户_36氪,	 编者按：本文首发微信公众号“运营研究社”（ID：U_quan），作者陈维贤，内容节选自“跟小贤学运营,	 http://36kr.com/p/5068603.html
丰田公司如何用一个“智能钥匙箱”来打开汽车共享市场？_36氪,	 面对Uber等科技公司的步步紧逼，丰田最终选择进入汽车共享市场其实并不奇怪。但其切入的角度有点特别—,	 http://36kr.com/p/5055623.html
内容付费为什么会在2016年突然兴起？_36氪,	 ,	 http://36kr.com/p/5071085.html
受苹果公司新规定的影响，iOS版微信的赞赏功能即日起关闭_36氪,	 4月19日，据知名互联网独立评论人洪波（keso）在朋友圈中爆料，称因为受苹果公司新规定的影响，微信,	 http://36kr.com/p/5071527.html
Facebook AR/VR大动作，百度搞个“阿波罗” | 前沿科技日报_36氪,	 这是36氪前沿科技小组近日推出的前沿科技日报，我们从较为零散的信息流中摘取和梳理了这个领域内较受瞩目,	 http://36kr.com/p/5071582.html
高通专利授权官司缠身，被判向黑莓支付8亿美元退款_36氪,	 最近，几家科技公司的互怼有升级趋势。作为好几场互怼中的主角，高通公司（Qualcomm）的日子有点不,	 http://36kr.com/p/5070626.html
巨头联合围剿，三星与英特尔联合起诉高通垄断_36氪,	 5月13日，根据彭博社消息，英特尔和三星联合提交支持美国联邦贸易委员会FTC起诉高通，称高通利用其在,	 http://36kr.com/p/5074866.html
高通起诉富士康背后：契约精神与利益怂恿之辩_36氪,	 编者按：本文来自微信公众号“班门弄斧”，作者孙永杰，关注ICT领域，文章秉承独家、独特、独立的观点理,	 http://36kr.com/p/5075472.html
【蓝领日志】追着新零售的风口，“兼职猫”想再淘一波金_36氪,	 本文作者：司徒靖,	 http://36kr.com/p/5072797.html
11张图看苹果财报：iPhone仍然是赚钱主力，营收下一季度可能还会跌_36氪,	 日前，苹果发布了2017年第二季度的业绩报告。该季度公司的营收为528.96亿美元，同比增长5%，环,	 http://36kr.com/p/5073321.html
中国用户对iPhone忠诚度减退，原因：本土手机更便宜_36氪,	 以前iPhone手机每出一个新款，不论多难买到，就算排队，消费者都愿意加钱购买。之前，很难听到苹果降,	 http://36kr.com/p/5077184.html
今日头条获D轮融资，投后估值110亿美元，IPO时间待定 _36氪,	 今日有媒体报道称，今日头条已于2016年年末完成10亿美元左右的D轮融资，投后估值110亿美元，资方,	 http://36kr.com/p/5069746.html
今日头条获得1亿美元C轮融资：未来持续加大技术投入，增强系统学习能力_36氪,	 走个性化推荐路线的资讯客户端今日头条获得了1亿美元的C轮融资，此次融资由红杉资本领投，微博跟投。今日,	 http://36kr.com/p/212527.html
“今日头条”：基于社交数据挖掘的个性化阅读体验_36氪,	 ,	 http://36kr.com/p/200758.html
谁也阻挡不了中国互联网的今日头条化_36氪,	 编者按：本文来自微信公众号“尹生价值观”（ID：jia-zhi-xian），作者尹生；36氪经授权发,	 http://36kr.com/p/5068084.html
软件吞噬世界之后：再议VC融资、创始人、阅读思考和尚待颠覆的潜在市场_36氪,	 简法帮（微信号：jianfabang）是一家为创业者和初创型企业提供交互性法律文件在线自制服务的互联,	 http://36kr.com/p/5084032.html
你勾搭的投资人7月陆续开始休假了吗？_36氪,	 简法帮（微信号：jianfabang）是一家为创业者和初创型企业提供交互性法律文件在线自制服务的互联,	 http://36kr.com/p/5083086.html
独角兽的素描画像：一个超级成功的公司到底长什么样？_36氪,	 本文源于创业教母Jessica Livingston于2017年6月29日在旧金山举办的女性创始人大,	 http://36kr.com/p/5082157.html
王健林：海尔砸冰箱才值几个钱，万达砸商铺赔了10多亿_36氪,	 继“先挣他一个亿”的小目标走红后，万达董事长王健林近日再出金句。,	 http://36kr.com/p/5055708.html
下一个主营业务？阿里巴巴成立大文娱板块_36氪,	 6月15消息，阿里巴巴集团CEO张勇在内部信中宣布，正式成立“阿里巴巴大文娱版块”。该版块囊括了阿里,	 http://36kr.com/p/5048159.html
阿里大文娱架构调整：杨伟东兼任阿里音乐CEO，高晓松任战略委员会主席_36氪,	 成立两个多月以来，阿里大文娱小组今日宣布了第一次大的架构调整，根据内部的公开信显示，要点如下：,	 http://36kr.com/p/5053127.html
古永锵回应离职传言：现仍在职，有时候也想休休假_36氪,	 今日在优酷举行的生态大会上，古永锵向36氪记者回应离职传言时表示目前自己仍在职，并同时调侃自己的属相,	 http://36kr.com/p/5052694.html
古永锵详谈优土私有化：目标是“不择手段”迅速回归中国_36氪,	 4月6日上午，在宣布私有化计划整五个月之后，合一集团（优酷土豆）和阿里巴巴共同发布公告，宣布已完成合,	 http://36kr.com/p/5045598.html
阿里开年第一单，355 亿韩币投资 SM 娱乐_36氪,	 新年未过，阿里开年的第一笔投资已经敲定：将以 355 亿韩元（约 1.95 亿人民币）增资韩国娱乐公,	 http://36kr.com/p/5043201.html
俞永福出任阿里影业董事局主席，阿里大文娱整合大幕拉开？_36氪,	 今天下午的时候，新上任阿里文娱公司CEO俞永福出现在了阿里影业的办公室里，同时到来的还有一张来自于阿,	 http://36kr.com/p/5057083.html
刚成型半年的阿里大文娱，营收就占集团第二，内容变现靠的是什么？_36氪,	 编者按：本给文来自微信公众号刺猬公社（ID：ciweigongshe），作者陈璐，36氪经授权发布。,	 http://36kr.com/p/5057132.html
从阿里收购大麦来看阿里对文娱的野心和套路_36氪,	 编者按：本文作者 阿拉伯的金凤凰，36氪经授权发布。,	 http://36kr.com/p/5067637.html
从《十冷》到《镇魂街》，达成“爆款连击”成就的卢恒宇说动画商业化的未来在动画本身|独家_36氪,	 在动画领域，导演组合卢恒宇和李姝洁成立的艾尔平方文化应该是为数不多，做一款，爆一款的工作室了。,	 http://36kr.com/p/5055471.html
为《末日崩塌》、《独立日2》制作特效的“+星影业”，开始出品原创视效大电影_36氪,	 36氪获悉，影视特效公司+星影业目前已完成A+轮融资，估值3亿元，本轮融资由湖畔山南基金领投。+星影,	 http://36kr.com/p/5074457.html
《十万个冷笑话2》还能再一次“啵儿起”么？_36氪,	 题图 / 十万个冷笑话2,	 http://36kr.com/p/5076312.html
Update：打造了《不良人》的若森数字完成B轮融资，创始团队增持_36氪,	 36氪获悉，若森数字已完成B轮融资，本轮资方包括松禾资本、盛万投资和国信弘盛，同时若森数字创始团队增,	 http://36kr.com/p/5057775.html
Update：洪十四文化更名“三十四天影业”，唐家三少为其联合创始人，估值5000万元_36氪,	 今天，洪十四文化更名“三十四天影业”，该公司由洪冰瑶、海润影视集团、炫世唐门、创战天际成立的合资成立,	 http://36kr.com/p/5052899.html
氪记2016| 千播大战过去后，直播还是风口么？_36氪,	 编者按：本文作者为庄明浩，先后就职于盛大战略投资部和经纬创投，现在就职于熊猫直播，更多庄明浩关于直播,	 http://36kr.com/p/5061698.html
“电商转化率太低， 智能穿戴风口没到”，悦跑圈认为跑步行业一定要做线下_36氪,	 就经营的边际成本而言，互联网无疑要低于线下，这是几乎所有公司都在往线上扩张的原因。但是，从跑步工具软,	 http://36kr.com/p/5055402.html
央行成立金融科技委员会，监管力度再次升级_36氪,	 金融科技领域再一次引起了央行的密切关注。,	 http://36kr.com/p/5075028.html
提供婴幼儿定制化礼物，My 1st Years 获 500 万英镑融资_36氪,	 My 1st Years 是一家总部位于英国Northampton的电子商务初创公司，公司主要为婴幼,	 http://36kr.com/p/5062022.html
